operator_id,layer_index,operator_type,operator_name,operator_path,candidate_id,baseline_accuracy,candidate_accuracy,accuracy_drop,logit_kl,label_flip_rate,hidden_l2,attention_kl,sensitivity_score
distilbert_sst2.layer0.gelu.ffn_activation,0,gelu,ffn_activation,distilbert.transformer.layer.0.ffn.activation,gelu.exact.high.v1,0.9921875,0.9921875,0.0,3.4128248671549954e-07,0.0,0.0,0.0,3.4128248671549954e-07
distilbert_sst2.layer0.gelu.ffn_activation,0,gelu,ffn_activation,distilbert.transformer.layer.0.ffn.activation,gelu.chebyshev.degree11.v1,0.9921875,0.9921875,0.0,3.217760877305409e-06,0.0,0.0,0.0,3.217760877305409e-06
distilbert_sst2.layer0.gelu.ffn_activation,0,gelu,ffn_activation,distilbert.transformer.layer.0.ffn.activation,gelu.chebyshev.degree9.v1,0.9921875,0.9921875,0.0,7.319961150642484e-05,0.0,0.0,0.0,7.319961150642484e-05
distilbert_sst2.layer0.gelu.ffn_activation,0,gelu,ffn_activation,distilbert.transformer.layer.0.ffn.activation,gelu.chebyshev.degree5.v1,0.9921875,0.98828125,0.00390625,0.021465536206960678,0.01171875,0.0,0.0,0.03709053620696068
distilbert_sst2.layer0.softmax.attention_softmax,0,softmax,attention_softmax,distilbert.transformer.layer.0.attention,softmax.exact.high.v1,0.9921875,0.9921875,0.0,4.693613846029621e-06,0.0,0.0,0.0,4.693613846029621e-06
distilbert_sst2.layer0.softmax.attention_softmax,0,softmax,attention_softmax,distilbert.transformer.layer.0.attention,softmax.poly_exp.degree2.v1,0.9921875,0.9921875,0.0,3.96155592170544e-05,0.0,0.0,0.0,3.96155592170544e-05
distilbert_sst2.layer0.softmax.attention_softmax,0,softmax,attention_softmax,distilbert.transformer.layer.0.attention,softmax.power.degree2.v1,0.9921875,0.9921875,0.0,0.00010943863890133798,0.0,0.0,0.0,0.00010943863890133798
distilbert_sst2.layer0.layernorm.attention_layernorm,0,layernorm,attention_layernorm,distilbert.transformer.layer.0.sa_layer_norm,layernorm.exact.high.v1,0.9921875,0.9921875,0.0,7.32520675228443e-08,0.0,0.0,0.0,7.32520675228443e-08
distilbert_sst2.layer0.layernorm.attention_layernorm,0,layernorm,attention_layernorm,distilbert.transformer.layer.0.sa_layer_norm,layernorm.newton.low_iter.v1,0.9921875,0.9921875,0.0,1.4824387108092196e-05,0.0,0.0,0.0,1.4824387108092196e-05
distilbert_sst2.layer0.layernorm.attention_layernorm,0,layernorm,attention_layernorm,distilbert.transformer.layer.0.sa_layer_norm,layernorm.centered.mid_cost.v1,0.9921875,0.98828125,0.00390625,0.0042100343853235245,0.00390625,0.0,0.0,0.012022534385323524
distilbert_sst2.layer0.layernorm.attention_layernorm,0,layernorm,attention_layernorm,distilbert.transformer.layer.0.sa_layer_norm,layernorm.affine.low_cost.v1,0.9921875,0.98828125,0.00390625,0.005444217938929796,0.00390625,0.0,0.0,0.013256717938929796
distilbert_sst2.layer0.layernorm.ffn_layernorm,0,layernorm,ffn_layernorm,distilbert.transformer.layer.0.output_layer_norm,layernorm.exact.high.v1,0.9921875,0.9921875,0.0,2.520363705116324e-05,0.0,0.0,0.0,2.520363705116324e-05
distilbert_sst2.layer0.layernorm.ffn_layernorm,0,layernorm,ffn_layernorm,distilbert.transformer.layer.0.output_layer_norm,layernorm.newton.low_iter.v1,0.9921875,0.9921875,0.0,0.001218485413119197,0.0,0.0,0.0,0.001218485413119197
distilbert_sst2.layer0.layernorm.ffn_layernorm,0,layernorm,ffn_layernorm,distilbert.transformer.layer.0.output_layer_norm,layernorm.centered.mid_cost.v1,0.9921875,0.95703125,0.03515625,0.1695871651172638,0.04296875,0.0,0.0,0.2477121651172638
distilbert_sst2.layer0.layernorm.ffn_layernorm,0,layernorm,ffn_layernorm,distilbert.transformer.layer.0.output_layer_norm,layernorm.affine.low_cost.v1,0.9921875,0.98828125,0.00390625,0.02013320103287697,0.01171875,0.0,0.0,0.03575820103287697
distilbert_sst2.layer1.gelu.ffn_activation,1,gelu,ffn_activation,distilbert.transformer.layer.1.ffn.activation,gelu.exact.high.v1,0.9921875,0.9921875,0.0,1.9961538555435254e-07,0.0,0.0,0.0,1.9961538555435254e-07
distilbert_sst2.layer1.gelu.ffn_activation,1,gelu,ffn_activation,distilbert.transformer.layer.1.ffn.activation,gelu.chebyshev.degree11.v1,0.9921875,0.9921875,0.0,1.7206675693159923e-06,0.0,0.0,0.0,1.7206675693159923e-06
distilbert_sst2.layer1.gelu.ffn_activation,1,gelu,ffn_activation,distilbert.transformer.layer.1.ffn.activation,gelu.chebyshev.degree9.v1,0.9921875,0.9921875,0.0,3.569182081264444e-05,0.0,0.0,0.0,3.569182081264444e-05
distilbert_sst2.layer1.gelu.ffn_activation,1,gelu,ffn_activation,distilbert.transformer.layer.1.ffn.activation,gelu.chebyshev.degree5.v1,0.9921875,0.99609375,-0.00390625,0.0025743134319782257,0.00390625,0.0,0.0,0.006480563431978226
distilbert_sst2.layer1.softmax.attention_softmax,1,softmax,attention_softmax,distilbert.transformer.layer.1.attention,softmax.exact.high.v1,0.9921875,0.9921875,0.0,0.00023967365268617868,0.0,0.0,0.0,0.00023967365268617868
distilbert_sst2.layer1.softmax.attention_softmax,1,softmax,attention_softmax,distilbert.transformer.layer.1.attention,softmax.poly_exp.degree2.v1,0.9921875,0.9921875,0.0,1.694003185548354e-05,0.0,0.0,0.0,1.694003185548354e-05
distilbert_sst2.layer1.softmax.attention_softmax,1,softmax,attention_softmax,distilbert.transformer.layer.1.attention,softmax.power.degree2.v1,0.9921875,0.9921875,0.0,0.00020363691146485507,0.0,0.0,0.0,0.00020363691146485507
distilbert_sst2.layer1.layernorm.attention_layernorm,1,layernorm,attention_layernorm,distilbert.transformer.layer.1.sa_layer_norm,layernorm.exact.high.v1,0.9921875,0.9921875,0.0,3.613303078964236e-08,0.0,0.0,0.0,3.613303078964236e-08
distilbert_sst2.layer1.layernorm.attention_layernorm,1,layernorm,attention_layernorm,distilbert.transformer.layer.1.sa_layer_norm,layernorm.newton.low_iter.v1,0.9921875,0.9921875,0.0,6.027785275364295e-06,0.0,0.0,0.0,6.027785275364295e-06
distilbert_sst2.layer1.layernorm.attention_layernorm,1,layernorm,attention_layernorm,distilbert.transformer.layer.1.sa_layer_norm,layernorm.centered.mid_cost.v1,0.9921875,0.9921875,0.0,0.0020056709181517363,0.0,0.0,0.0,0.0020056709181517363
distilbert_sst2.layer1.layernorm.attention_layernorm,1,layernorm,attention_layernorm,distilbert.transformer.layer.1.sa_layer_norm,layernorm.affine.low_cost.v1,0.9921875,0.9921875,0.0,0.0020365077070891857,0.0,0.0,0.0,0.0020365077070891857
distilbert_sst2.layer1.layernorm.ffn_layernorm,1,layernorm,ffn_layernorm,distilbert.transformer.layer.1.output_layer_norm,layernorm.exact.high.v1,0.9921875,0.9921875,0.0,0.0006606256938539445,0.0,0.0,0.0,0.0006606256938539445
distilbert_sst2.layer1.layernorm.ffn_layernorm,1,layernorm,ffn_layernorm,distilbert.transformer.layer.1.output_layer_norm,layernorm.newton.low_iter.v1,0.9921875,0.984375,0.0078125,0.0308026485145092,0.0078125,0.0,0.0,0.0464276485145092
distilbert_sst2.layer1.layernorm.ffn_layernorm,1,layernorm,ffn_layernorm,distilbert.transformer.layer.1.output_layer_norm,layernorm.centered.mid_cost.v1,0.9921875,0.4921875,0.5,0.817632794380188,0.5078125,0.0,0.0,1.825445294380188
distilbert_sst2.layer1.layernorm.ffn_layernorm,1,layernorm,ffn_layernorm,distilbert.transformer.layer.1.output_layer_norm,layernorm.affine.low_cost.v1,0.9921875,0.88671875,0.10546875,0.41322898864746094,0.11328125,0.0,0.0,0.6319789886474609
distilbert_sst2.layer2.gelu.ffn_activation,2,gelu,ffn_activation,distilbert.transformer.layer.2.ffn.activation,gelu.exact.high.v1,0.9921875,0.9921875,0.0,1.6572757886024192e-06,0.0,0.0,0.0,1.6572757886024192e-06
distilbert_sst2.layer2.gelu.ffn_activation,2,gelu,ffn_activation,distilbert.transformer.layer.2.ffn.activation,gelu.chebyshev.degree11.v1,0.9921875,0.9921875,0.0,7.1616073000768665e-06,0.0,0.0,0.0,7.1616073000768665e-06
distilbert_sst2.layer2.gelu.ffn_activation,2,gelu,ffn_activation,distilbert.transformer.layer.2.ffn.activation,gelu.chebyshev.degree9.v1,0.9921875,0.9921875,0.0,1.132341640186496e-05,0.0,0.0,0.0,1.132341640186496e-05
distilbert_sst2.layer2.gelu.ffn_activation,2,gelu,ffn_activation,distilbert.transformer.layer.2.ffn.activation,gelu.chebyshev.degree5.v1,0.9921875,0.9921875,0.0,0.018707361072301865,0.0078125,0.0,0.0,0.026519861072301865
distilbert_sst2.layer2.softmax.attention_softmax,2,softmax,attention_softmax,distilbert.transformer.layer.2.attention,softmax.exact.high.v1,0.9921875,0.9921875,0.0,4.5413926272885874e-05,0.0,0.0,0.0,4.5413926272885874e-05
distilbert_sst2.layer2.softmax.attention_softmax,2,softmax,attention_softmax,distilbert.transformer.layer.2.attention,softmax.poly_exp.degree2.v1,0.9921875,0.9921875,0.0,3.4258730011060834e-05,0.0,0.0,0.0,3.4258730011060834e-05
distilbert_sst2.layer2.softmax.attention_softmax,2,softmax,attention_softmax,distilbert.transformer.layer.2.attention,softmax.power.degree2.v1,0.9921875,0.9921875,0.0,0.0001727089547784999,0.0,0.0,0.0,0.0001727089547784999
distilbert_sst2.layer2.layernorm.attention_layernorm,2,layernorm,attention_layernorm,distilbert.transformer.layer.2.sa_layer_norm,layernorm.exact.high.v1,0.9921875,0.9921875,0.0,1.2897830359293039e-08,0.0,0.0,0.0,1.2897830359293039e-08
