operator_id,layer_index,operator_type,operator_name,operator_path,candidate_id,baseline_accuracy,candidate_accuracy,accuracy_drop,logit_kl,label_flip_rate,hidden_l2,attention_kl,sensitivity_score
distilbert_sst2.layer0.gelu.ffn_activation,0,gelu,ffn_activation,distilbert.transformer.layer.0.ffn.activation,gelu.exact.high.v1,0.9921875,0.9921875,0.0,3.4128248671549954e-07,0.0,0.0,0.0,3.4128248671549954e-07
distilbert_sst2.layer0.gelu.ffn_activation,0,gelu,ffn_activation,distilbert.transformer.layer.0.ffn.activation,gelu.poly.degree5.v1,0.9921875,0.4921875,0.5,2.052001953125,0.5078125,0.0,0.0,3.059814453125
distilbert_sst2.layer0.gelu.ffn_activation,0,gelu,ffn_activation,distilbert.transformer.layer.0.ffn.activation,gelu.poly.degree3.v1,0.9921875,0.53515625,0.45703125,1.1370402574539185,0.46484375,0.0,0.0,2.0589152574539185
distilbert_sst2.layer0.gelu.ffn_activation,0,gelu,ffn_activation,distilbert.transformer.layer.0.ffn.activation,gelu.poly.degree2.v1,0.9921875,0.4921875,0.5,1.9651083946228027,0.5078125,0.0,0.0,2.9729208946228027
distilbert_sst2.layer0.softmax.attention_softmax,0,softmax,attention_softmax,distilbert.transformer.layer.0.attention,softmax.exact.high.v1,0.9921875,0.9921875,0.0,4.693613846029621e-06,0.0,0.0,0.0,4.693613846029621e-06
distilbert_sst2.layer0.softmax.attention_softmax,0,softmax,attention_softmax,distilbert.transformer.layer.0.attention,softmax.clipped.stable.v1,0.9921875,0.9921875,0.0,9.055407645064406e-06,0.0,0.0,0.0,9.055407645064406e-06
distilbert_sst2.layer0.softmax.attention_softmax,0,softmax,attention_softmax,distilbert.transformer.layer.0.attention,softmax.poly_exp.degree2.v1,0.9921875,0.9921875,0.0,3.96155592170544e-05,0.0,0.0,0.0,3.96155592170544e-05
distilbert_sst2.layer0.softmax.attention_softmax,0,softmax,attention_softmax,distilbert.transformer.layer.0.attention,softmax.power.degree2.v1,0.9921875,0.9921875,0.0,0.00010943863890133798,0.0,0.0,0.0,0.00010943863890133798
distilbert_sst2.layer0.layernorm.attention_layernorm,0,layernorm,attention_layernorm,distilbert.transformer.layer.0.sa_layer_norm,layernorm.exact.high.v1,0.9921875,0.9921875,0.0,7.32520675228443e-08,0.0,0.0,0.0,7.32520675228443e-08
distilbert_sst2.layer0.layernorm.attention_layernorm,0,layernorm,attention_layernorm,distilbert.transformer.layer.0.sa_layer_norm,layernorm.newton.low_iter.v1,0.9921875,0.9921875,0.0,1.4824387108092196e-05,0.0,0.0,0.0,1.4824387108092196e-05
distilbert_sst2.layer0.layernorm.attention_layernorm,0,layernorm,attention_layernorm,distilbert.transformer.layer.0.sa_layer_norm,layernorm.centered.mid_cost.v1,0.9921875,0.98828125,0.00390625,0.0042100343853235245,0.00390625,0.0,0.0,0.012022534385323524
distilbert_sst2.layer0.layernorm.attention_layernorm,0,layernorm,attention_layernorm,distilbert.transformer.layer.0.sa_layer_norm,layernorm.affine.low_cost.v1,0.9921875,0.98828125,0.00390625,0.005444217938929796,0.00390625,0.0,0.0,0.013256717938929796
distilbert_sst2.layer0.layernorm.ffn_layernorm,0,layernorm,ffn_layernorm,distilbert.transformer.layer.0.output_layer_norm,layernorm.exact.high.v1,0.9921875,0.9921875,0.0,2.520363705116324e-05,0.0,0.0,0.0,2.520363705116324e-05
distilbert_sst2.layer0.layernorm.ffn_layernorm,0,layernorm,ffn_layernorm,distilbert.transformer.layer.0.output_layer_norm,layernorm.newton.low_iter.v1,0.9921875,0.9921875,0.0,0.001218485413119197,0.0,0.0,0.0,0.001218485413119197
distilbert_sst2.layer0.layernorm.ffn_layernorm,0,layernorm,ffn_layernorm,distilbert.transformer.layer.0.output_layer_norm,layernorm.centered.mid_cost.v1,0.9921875,0.95703125,0.03515625,0.1695871651172638,0.04296875,0.0,0.0,0.2477121651172638
distilbert_sst2.layer0.layernorm.ffn_layernorm,0,layernorm,ffn_layernorm,distilbert.transformer.layer.0.output_layer_norm,layernorm.affine.low_cost.v1,0.9921875,0.98828125,0.00390625,0.02013320103287697,0.01171875,0.0,0.0,0.03575820103287697
distilbert_sst2.layer1.gelu.ffn_activation,1,gelu,ffn_activation,distilbert.transformer.layer.1.ffn.activation,gelu.exact.high.v1,0.9921875,0.9921875,0.0,1.9961538555435254e-07,0.0,0.0,0.0,1.9961538555435254e-07
distilbert_sst2.layer1.gelu.ffn_activation,1,gelu,ffn_activation,distilbert.transformer.layer.1.ffn.activation,gelu.poly.degree5.v1,0.9921875,0.4921875,0.5,1.9091119766235352,0.5078125,0.0,0.0,2.916924476623535
distilbert_sst2.layer1.gelu.ffn_activation,1,gelu,ffn_activation,distilbert.transformer.layer.1.ffn.activation,gelu.poly.degree3.v1,0.9921875,0.4921875,0.5,0.7188549041748047,0.5078125,0.0,0.0,1.7266674041748047
