operator_id,candidate_id,parameter_name,shape,mean_abs,max_abs
distilbert_sst2.layer0.layernorm.attention_layernorm,layernorm.centered.mid_cost.v1,weight,[768],0.8417096138000488,2.9721450805664062
distilbert_sst2.layer0.layernorm.attention_layernorm,layernorm.centered.mid_cost.v1,bias,[768],0.2040339857339859,4.311139106750488
distilbert_sst2.layer0.layernorm.ffn_layernorm,layernorm.exact.high.v1,weight,[768],0.7473389506340027,0.8468831777572632
distilbert_sst2.layer0.layernorm.ffn_layernorm,layernorm.exact.high.v1,bias,[768],0.07467979937791824,1.391769528388977
distilbert_sst2.layer1.layernorm.attention_layernorm,layernorm.exact.high.v1,weight,[768],0.7826271653175354,2.063018560409546
distilbert_sst2.layer1.layernorm.attention_layernorm,layernorm.exact.high.v1,bias,[768],0.13047027587890625,2.0910282135009766
distilbert_sst2.layer1.layernorm.ffn_layernorm,layernorm.exact.high.v1,weight,[768],0.8259856104850769,0.9323177933692932
distilbert_sst2.layer1.layernorm.ffn_layernorm,layernorm.exact.high.v1,bias,[768],0.0645146518945694,0.3201064169406891
distilbert_sst2.layer2.layernorm.attention_layernorm,layernorm.exact.high.v1,weight,[768],0.749276340007782,3.893258810043335
distilbert_sst2.layer2.layernorm.attention_layernorm,layernorm.exact.high.v1,bias,[768],0.11199614405632019,1.328736662864685
distilbert_sst2.layer2.layernorm.ffn_layernorm,layernorm.newton.low_iter.v1,weight,[768],0.8110024333000183,0.9405703544616699
distilbert_sst2.layer2.layernorm.ffn_layernorm,layernorm.newton.low_iter.v1,bias,[768],0.04875093698501587,0.2614128291606903
distilbert_sst2.layer3.layernorm.attention_layernorm,layernorm.exact.high.v1,weight,[768],0.7390730977058411,3.4672603607177734
distilbert_sst2.layer3.layernorm.attention_layernorm,layernorm.exact.high.v1,bias,[768],0.1104450598359108,2.167896032333374
distilbert_sst2.layer3.layernorm.ffn_layernorm,layernorm.exact.high.v1,weight,[768],0.7748187184333801,1.1540682315826416
distilbert_sst2.layer3.layernorm.ffn_layernorm,layernorm.exact.high.v1,bias,[768],0.053523894399404526,0.9578350782394409
distilbert_sst2.layer4.layernorm.attention_layernorm,layernorm.exact.high.v1,weight,[768],0.7321462035179138,2.4778528213500977
distilbert_sst2.layer4.layernorm.attention_layernorm,layernorm.exact.high.v1,bias,[768],0.10043510049581528,1.4639081954956055
distilbert_sst2.layer4.layernorm.ffn_layernorm,layernorm.exact.high.v1,weight,[768],0.7766618728637695,1.4288169145584106
distilbert_sst2.layer4.layernorm.ffn_layernorm,layernorm.exact.high.v1,bias,[768],0.049420204013586044,0.403423547744751
distilbert_sst2.layer5.layernorm.attention_layernorm,layernorm.exact.high.v1,weight,[768],0.7721702456474304,1.5362157821655273
distilbert_sst2.layer5.layernorm.attention_layernorm,layernorm.exact.high.v1,bias,[768],0.07379548996686935,2.1478304862976074
distilbert_sst2.layer5.layernorm.ffn_layernorm,layernorm.exact.high.v1,weight,[768],0.6065412759780884,0.7500243186950684
distilbert_sst2.layer5.layernorm.ffn_layernorm,layernorm.exact.high.v1,bias,[768],0.03995183855295181,0.36709144711494446
